row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML Peak area,
1330,379.1868178436233,6.3259873,,,,,,,,,,,92577.71,81214.86,86782.32,154281.2,656200.2,52414.57,71441.25,54038.86,49830.42,48823.945,0,
1336,406.2219728601649,6.3431273,,,,,,,,,,,295571.5,209594.31,271754.44,185741.36,302835.03,164972.83,202452.47,166350.11,171585.8,186202.62,0,
1343,302.21164021028164,6.3463717,,,,,,,,,,,419723.8,408950.06,445679.03,375898.25,374858.06,362795.06,386406.5,374012.53,386652.03,378473.22,0,
1350,229.14116564347268,6.353153,,,,,,,,,,,233436.03,252642.72,130730.69,228121.84,236477.55,209768.72,229092.67,218717.92,135645.08,128588.66,0,
1354,426.2486813427975,6.3599086,,,,,,,,,,,72664.0,76123.31,77377.81,59650.977,49059.305,53763.004,69701.66,41235.824,60695.105,71371.89,0,
1357,299.16783875954945,6.3644753,,,,,,,,,,,95235.48,98249.94,91057.59,15486.668,17819.633,95307.7,101815.35,84099.04,72352.164,89411.53,0,
1362,195.10165853676446,6.373243,,,,,,,,,,,70165.266,62309.727,61592.473,63997.355,51334.613,64084.703,67457.555,53492.754,64356.695,64823.57,0,
1363,309.1809827216525,6.371831,,,,,,,,,,,123654.48,142622.9,135963.23,192669.62,115822.7,64801.93,86688.59,90873.57,81465.24,90181.01,0,
1368,344.24340327565665,6.3782053,,,,,,,,,,,44654.992,49024.81,53879.684,0,0,76020.49,77927.65,60319.56,67183.31,69554.734,0,
1370,273.1673696033144,6.379502,,,,,,,,,,,530386.5,561189.94,736742.25,541415.75,516309.88,661126.56,522313.8,460306.5,502644.78,546552.7,25607.107,
1371,298.23788316728525,6.383264,,,,,,,,,,,203437.06,208250.25,206393.6,182828.4,197822.42,139037.7,145836.5,118476.36,122039.01,124008.43,0,
1372,263.13906086719555,6.383565,,,,,,,,,,,133710.83,84919.984,117030.27,144268.27,160398.02,86270.87,88721.65,92376.805,83485.49,94333.2,0,
1378,200.94819038541704,6.3902893,,,,,,,,,,,95488.445,107274.84,97925.68,55530.37,55721.934,80008.01,99114.08,85302.35,89737.71,90942.51,0,
1379,418.2208794661959,6.4005814,,,,,,,,,,,52492.203,194647.31,206774.72,141843.7,150485.33,15417.279,32138.201,44251.99,167127.6,24661.258,0,
1383,475.3258268572471,6.3957415,,,,,,,,,,,43372.742,42192.04,56982.258,77918.01,88111.73,113989.695,52112.17,126736.625,54414.47,45658.066,0,
1385,453.3437947479814,6.3957415,,,,,,,,,,,168462.27,282692.4,236547.77,305939.97,309983.03,387708.3,171995.34,386681.78,178608.33,184324.08,0,
1395,197.11731908072943,6.4032187,,,,,,,,,,,162317.48,176141.1,163121.61,464028.78,459014.53,79575.53,82642.914,50859.355,53959.82,55136.99,0,
1397,652.4111847926196,6.406296,,,,,,,,,,,133688.7,141289.81,148108.5,172642.55,176169.42,124311.445,114143.58,107324.195,109572.75,109158.0,82431.05,
1400,179.1067042567084,6.406068,,,,,,,,,,,149098.53,165748.14,144892.03,369860.8,393945.8,75903.82,92316.836,58655.746,62415.168,59890.684,0,
1403,340.17577841022035,6.410655,,,,,,,,,,,498012.78,503589.97,505252.5,265699.78,273819.5,400087.16,408749.66,411301.8,424964.66,453487.75,0,
1404,280.1545486629624,6.410655,,,,,,,,,,,53034.367,58153.555,54513.914,48381.125,60680.81,54595.574,46063.535,97002.195,49819.89,54731.055,0,
1410,162.05497567890356,6.416934,,,,,,,,,,,60678.848,65627.41,58305.492,115128.56,136176.03,51568.01,52806.645,49333.08,42318.836,51702.49,0,
1412,390.22675427571176,6.4255433,,,,,,,,,,,68320.445,62045.023,69677.62,573622.44,397934.97,17643.58,52427.477,47669.9,45943.996,50621.55,0,
1426,891.3823459014053,6.4357696,,,,,,,,,,,15763.905,17169.223,20009.324,80012.75,76278.17,10577.296,10203.802,4735.0635,6326.4854,3458.166,0,
1434,323.1603570796641,6.440938,,,,,,,,,,,1040803.44,1046729.9,1080907.9,2772659.0,3044898.2,395992.1,422460.06,390201.72,248725.05,280560.84,0,
1435,306.13377025484476,6.4423532,,,,,,,,,,,91005.164,449492.34,85399.41,150344.06,238027.45,48274.945,63316.86,55239.934,26670.354,41544.164,0,
1436,432.2370889271846,6.4424276,,,,,,,,,,,108164.69,84503.65,82812.65,108010.42,127536.79,145760.58,60856.875,71859.23,78131.18,66766.98,0,
1441,485.3701014526567,6.4456205,,,,,,,,,,,104705.91,109587.055,109823.164,382492.9,396270.75,78009.66,83423.914,81666.71,93665.08,92184.984,0,
1444,360.21536387999396,6.4456205,,,,,,,,,,,39081.168,69302.4,63673.906,145761.81,204018.92,62567.625,62360.816,32203.035,55048.293,27000.504,0,
1449,474.2543234973383,6.450715,,,,,,,,,,,68088.914,67053.34,80580.7,46086.72,47587.14,52931.277,62825.797,59494.84,56884.332,63267.355,0,
1450,336.21711253120634,6.4519386,,,,,,,,,,,221053.4,342553.16,318430.44,340834.3,505879.34,329620.88,232233.25,278635.8,194904.62,254946.94,0,
1451,320.2222603570596,6.452143,,,,,,,,,,,305427.6,221190.83,242464.56,390713.97,300970.16,197542.42,165904.84,211874.67,170529.88,186778.95,0,
1456,351.1915453517815,6.4565187,,,,,,,,,,,77490.07,215355.12,379598.25,40249.562,259041.05,59931.53,294179.22,124287.78,155218.33,231338.52,0,
1457,273.1673805115625,6.460732,,,,,,,,,,,153671.2,183091.28,162544.25,236524.8,155072.7,162166.22,183801.61,151878.8,175299.0,130734.88,6030.4404,
1459,190.1590787304821,6.4878097,,,,,,,,,,,26020.264,0,42676.1,810933.25,184728.73,0,3077.9663,0,0,0,0,
1466,195.1016720087328,6.4743996,,,,,,,,,,,64191.13,72678.89,76533.92,69661.78,75667.24,67269.164,75856.01,88784.72,79388.414,64685.87,0,
1467,380.1701203844737,6.478222,,,,,,,,,,,429970.38,257824.4,432610.44,328855.62,378300.84,106807.734,191152.39,87931.375,103793.83,103282.086,0,
1468,293.1497237707227,6.4746084,,,,,,,,,,,85731.21,182029.36,78716.51,76597.234,77607.42,74873.56,72784.97,77752.695,76124.45,73418.05,0,
1470,177.09106251996872,6.483237,,,,,,,,,,,81751.2,78305.32,88421.44,65592.83,79013.56,74802.33,74696.055,95180.64,92649.08,80086.6,0,
1479,348.21716863282956,6.4884005,,,,,,,,,,,146268.75,674866.6,753674.8,1058136.2,907534.8,114459.734,112577.76,99834.46,544815.6,119077.87,0,
1486,234.14900268939215,6.5093746,,,,,,,,,,,45048.03,0,44758.95,288235.22,355846.44,10536.746,21951.113,12591.177,12181.392,5670.833,0,
1487,504.30166121164893,6.496905,,,,,,,,,,,84873.47,91045.13,95378.55,134660.22,132657.83,64114.65,61828.137,56436.008,50372.81,53108.875,0,
1491,340.1757794348741,6.496905,,,,,,,,,,,513857.84,618254.6,507548.84,408606.2,417355.25,527869.6,423087.6,521781.2,390120.5,409947.94,0,
1494,279.1705148970705,6.5022025,,,,,,,,,,,95372.01,132178.75,113419.08,172509.16,179025.62,75690.54,77608.65,94245.98,73063.54,70217.02,0,
1495,302.21163494426514,6.503601,,,,,,,,,,,157835.31,182861.08,161785.64,152723.62,152189.02,177221.6,156529.6,115741.61,109439.99,132440.61,0,
1499,321.18108994905174,6.5121393,,,,,,,,,,,106998.2,106149.78,113204.914,164534.02,637877.56,70771.2,233596.44,69892.8,64187.574,72570.11,0,
1500,256.1908218628476,6.5124106,,,,,,,,,,,64379.715,66152.664,60916.547,81879.555,82662.06,48868.047,53453.336,48217.414,43505.773,45695.99,0,
1502,306.2065539253498,6.513861,,,,,,,,,,,70071.984,310151.97,142850.48,171459.06,75085.76,128626.67,106984.07,99887.625,137642.47,138427.83,0,
1505,696.4372502811545,6.520478,,,,,,,,,,,72807.95,83435.2,74712.4,84002.72,84887.12,56167.36,57653.83,51909.68,55356.5,56675.24,55184.29,
1506,507.13359845842035,6.5161295,,,,,,,,,,,76454.6,79147.734,81702.04,51320.26,58404.355,27439.1,30157.36,22847.389,14315.842,24273.105,0,
1510,182.19044411268106,6.5245523,,,,,,,,,,,54541.047,56042.973,62356.906,47968.68,47306.95,48461.02,42239.188,42931.1,47407.035,48819.89,0,
1519,404.24298573263707,6.535736,,,,,,,,,,,56224.734,61294.2,100120.3,58776.047,28770.64,53719.863,83828.016,55053.207,83905.73,94638.984,0,
1523,453.3437457824527,6.5385866,,,,,,,,,,,197726.4,107924.84,87891.85,64018.133,75322.695,72743.31,86525.984,74200.48,77587.445,72589.0,0,
1524,566.4278513737188,6.5385866,,,,,,,,,,,1066656.2,1133081.0,1112342.0,827947.4,869724.2,1042224.3,956393.3,1020838.94,1035692.44,1031821.3,0,
1525,588.4095540480246,6.5385866,,,,,,,,,,,212869.6,235759.33,233451.16,171420.72,185607.67,254250.86,235232.22,255669.1,271641.16,264288.78,0,
1526,283.7176497939395,6.540062,,,,,,,,,,,145195.47,144179.9,155864.12,105672.94,111116.55,112613.83,119201.85,139130.34,128136.164,134717.28,0,
1527,365.2070514491978,6.5401826,,,,,,,,,,,122257.445,101483.54,89703.61,183585.25,138955.72,100748.76,92768.445,87862.08,76258.43,75757.06,0,
1530,275.13898132726405,6.543503,,,,,,,,,,,76643.9,82908.06,75958.836,124248.42,107012.75,84396.195,64850.016,69823.836,70262.69,71500.234,0,
1533,224.0918487672754,6.5465517,,,,,,,,,,,76485.69,87728.34,96919.12,50754.95,44864.51,61068.61,52301.68,56614.316,65623.02,71113.09,0,
1534,256.11804884602833,6.5465517,,,,,,,,,,,84147.266,80058.34,102699.51,43857.125,48447.695,56520.33,60311.67,68579.19,56776.71,70911.19,0,
1540,360.2179317969917,6.5543504,,,,,,,,,,,118734.05,89800.31,87273.13,78649.32,71422.12,72625.34,71928.58,73720.08,106214.98,103917.75,0,
1541,354.1913942421299,6.551285,,,,,,,,,,,185645.75,186431.3,109550.78,101935.17,106086.61,82435.23,90898.09,138005.56,104672.805,107076.53,0,
1562,356.191789911118,6.5742216,,,,,,,,,,,104689.01,102147.26,92391.266,131950.48,129600.07,60212.73,61558.992,58437.293,60463.742,60630.453,0,
1563,305.1498054267513,6.5771203,,,,,,,,,,,139919.56,191622.0,220252.97,850491.3,845902.0,139339.38,98395.5,387743.3,104101.95,115758.02,0,
1565,323.16045468383624,6.578624,,,,,,,,,,,195289.64,203472.81,182035.97,612855.7,619095.94,244554.95,165994.8,178649.4,174499.16,210114.03,0,
1570,268.19089718362727,6.589485,,,,,,,,,,,15569.205,15723.631,17964.703,76660.164,86268.89,11460.109,14125.793,13923.272,16527.89,14061.073,0,
1574,190.1590853659255,6.6039886,,,,,,,,,,,246365.89,222515.42,84272.06,230248.75,797476.2,0,21395.512,0,0,0,0,
1577,348.18072503837726,6.596058,,,,,,,,,,,150404.75,168978.69,139281.73,131223.62,175451.47,151186.1,224149.69,115185.56,122947.5,98288.47,0,
1588,212.0918106820164,6.608138,,,,,,,,,,,78503.11,80328.96,89382.02,150103.58,144143.62,63192.84,59007.39,46688.082,51144.566,54152.82,0,
1593,370.16522212497006,6.62353,,,,,,,,,,,0,0,0,0,0,250070.4,255561.92,217468.9,193427.95,235905.95,2005285.4,
1595,518.280525465938,6.624942,,,,,,,,,,,60535.04,68015.88,67857.945,43581.145,36779.1,56295.773,60111.38,59936.0,58236.363,60511.64,0,
1599,264.195995185659,6.6312346,,,,,,,,,,,200633.11,149461.73,148799.0,188579.52,209027.92,145806.83,144595.44,117747.31,119579.664,159559.06,0,
1602,404.24310259490966,6.6344824,,,,,,,,,,,195559.16,183988.17,96880.875,205116.72,242022.5,175665.23,111898.43,179631.86,116324.87,70288.78,0,
1609,548.3279362614247,6.646923,,,,,,,,,,,57596.78,57480.984,61045.53,91890.49,91542.21,42874.71,40226.86,30003.629,36904.75,34191.566,0,
1612,344.18584807126337,6.6500344,,,,,,,,,,,74687.1,69401.72,125994.66,84220.42,97274.11,51456.703,52201.516,55051.652,49411.703,42736.547,0,
1613,390.2272023531443,6.646601,,,,,,,,,,,77677.63,521103.16,475471.5,93859.03,187943.5,136103.5,69528.37,57761.832,63174.555,388306.12,0,
1618,404.2062590361461,6.663568,,,,,,,,,,,95184.27,72956.664,82810.484,324936.03,87229.75,69648.5,65578.586,172840.03,76457.97,55385.812,0,
1619,317.0659814556831,6.665309,,,,,,,,,,,186802.36,193180.72,188162.22,153430.17,141071.53,158777.52,175922.6,178935.0,188269.28,183017.19,0,
1620,420.23760562838123,6.6667924,,,,,,,,,,,351744.3,322995.3,316078.16,398476.2,411545.6,266213.34,286059.94,194942.34,248798.28,130591.875,0,
1621,348.21718979604447,6.6667924,,,,,,,,,,,1364319.9,577611.7,592998.8,533324.0,585101.3,1072467.4,476606.06,998408.75,469826.9,329344.56,0,
1624,259.20182271907606,6.67497,,,,,,,,,,,91070.74,89094.266,95138.0,145261.44,138285.86,60931.55,66297.05,56919.35,57283.617,57528.824,0,
1629,379.18698307043036,6.6816483,,,,,,,,,,,258935.28,208170.44,117506.65,465490.88,440196.2,77398.2,226597.89,80774.87,71165.305,68340.08,0,
1637,432.2371376343146,6.686551,,,,,,,,,,,109174.03,82932.39,82682.24,141115.2,127851.5,76400.42,61487.848,61433.324,91445.414,68764.58,0,
1641,374.2326504441231,6.6960726,,,,,,,,,,,158218.98,171042.27,169827.55,163830.56,152201.03,117154.586,126104.55,117976.55,132378.66,113251.93,0,
1649,286.1803371408456,6.705519,,,,,,,,,,,126864.67,162313.67,145340.2,29432.047,51374.195,137116.36,134574.33,106531.72,103008.81,128225.89,0,
1654,319.1655520226682,6.713619,,,,,,,,,,,103209.59,130310.336,139488.25,185722.83,133312.61,77360.836,113743.85,230922.72,287145.56,112126.445,0,
1662,598.4537843277442,6.7213354,,,,,,,,,,,34365.734,32886.496,34056.625,104382.336,102254.664,23477.322,25188.77,25920.09,27505.719,28002.34,0,
1665,289.1546762228327,6.7293024,,,,,,,,,,,57070.46,46925.85,45952.234,121730.22,116699.13,20848.91,21509.312,16722.895,19207.27,22031.338,0,
1668,354.22770916515924,6.7293024,,,,,,,,,,,95222.29,112711.93,92944.88,203654.03,144592.48,64769.855,66156.45,86160.95,69728.664,77797.43,0,
1672,321.18119123738813,6.72935,,,,,,,,,,,117647.43,144048.36,150017.52,375703.3,406474.75,52851.395,64905.953,26845.207,59307.29,61322.78,0,
1673,344.2434084705493,6.7312074,,,,,,,,,,,256570.78,252671.89,248792.66,7936.2715,2817.7832,309167.06,316971.1,263939.56,272655.8,285365.47,0,
1692,402.2608948543014,6.7494226,,,,,,,,,,,49657.914,23007.693,30545.758,47754.37,80088.7,22758.238,18799.021,21774.758,15784.426,15860.223,0,
1695,246.17013277732107,6.7591085,,,,,,,,,,,18520.723,17519.875,16826.062,73967.49,64987.707,4103.089,4633.4497,0,0,0,0,
1705,430.2439484473051,6.764373,,,,,,,,,,,153452.67,152534.48,157051.8,5792.436,2060.8022,131279.27,127323.695,97657.055,96839.4,105136.03,0,
1707,332.18575803871624,6.7645483,,,,,,,,,,,354656.5,71833.45,253317.31,60306.6,67821.33,289455.6,119016.414,123633.914,75178.56,95870.54,0,
1708,331.1936192659785,6.768111,,,,,,,,,,,106498.51,107440.67,110041.74,293980.03,281119.2,64253.78,75608.58,47270.605,48139.27,62470.152,0,
1709,376.21193485266383,6.7763,,,,,,,,,,,234373.23,110014.82,132995.42,70202.5,79719.84,194464.05,290976.72,119069.47,103025.75,206952.62,0,
1712,592.353873634012,6.77846,,,,,,,,,,,39057.574,45141.113,40182.316,60994.05,61125.586,23981.61,30810.945,23541.193,24347.203,23440.674,0,
1713,219.07638639476917,6.7750998,,,,,,,,,,,70211.03,68373.24,73309.016,71808.64,76522.71,43934.547,46191.992,41354.84,44958.312,47289.566,0,
1720,350.23287165495105,6.7846975,,,,,,,,,,,95539.734,109034.305,88149.13,140616.83,178131.58,111070.016,148149.81,80517.87,234059.25,110964.38,0,
1723,360.2382610356952,6.789543,,,,,,,,,,,103665.08,102526.89,102616.32,107914.6,120516.59,51851.164,76280.42,60458.54,64008.69,57227.188,0,
1725,259.2018321057525,6.7929506,,,,,,,,,,,138020.61,126909.69,120906.12,226567.6,223514.12,89788.22,88455.7,83944.52,84898.516,89282.35,0,
1727,247.14418153817527,6.8012466,,,,,,,,,,,75919.555,107359.08,96135.71,116863.836,121010.99,109994.55,83571.15,117689.81,86739.55,95798.51,0,
1728,374.25393813831244,6.8011894,,,,,,,,,,,167484.31,210839.94,153357.02,518179.03,506725.75,14533.658,13579.275,0,0,0,0,
1730,179.10669606083124,6.8062882,,,,,,,,,,,285454.88,266537.4,302057.4,614689.5,608035.3,179693.1,174936.11,108670.19,138076.67,139290.47,0,
1731,477.02310776613723,6.807597,,,,,,,,,,,90284.26,98593.56,93917.53,1968.7126,5531.293,97217.53,102910.95,99816.766,118368.31,127743.484,0,
1736,197.11731169276965,6.8092895,,,,,,,,,,,291642.72,309482.97,332563.0,782788.7,776344.4,198936.9,217802.22,158052.52,160936.2,166461.03,0,
1738,400.2186912169969,6.812613,,,,,,,,,,,100157.91,91723.586,104406.78,133096.55,129084.195,59047.914,65260.44,54006.23,54821.797,62677.84,0,
1741,264.15959962657837,6.8153086,,,,,,,,,,,114274.61,116159.81,102375.42,131171.78,140909.55,83181.48,87755.37,80176.41,75751.69,66218.9,0,
1744,354.2752996643418,6.825733,,,,,,,,,,,47708.438,49789.227,45731.957,59874.094,55940.305,31201.064,33367.152,28807.578,33546.195,35983.844,0,
1745,169.0859572589999,6.822931,,,,,,,,,,,160728.36,173557.61,244392.55,188119.55,193472.34,119209.87,117796.164,120585.06,129354.41,132343.78,0,
1750,322.2014677221225,6.839129,,,,,,,,,,,50399.297,41630.72,45504.96,102136.09,468566.72,35320.65,16375.291,14434.343,36795.336,22880.908,0,
1756,418.22099565290483,6.8458595,,,,,,,,,,,134799.02,54358.445,169009.92,175717.9,321232.0,111262.33,25310.992,105897.805,59802.96,107720.72,0,
1758,254.21154388873046,6.8457136,,,,,,,,,,,113899.836,98404.91,120959.83,110570.305,124412.664,63732.96,83636.92,59546.445,87449.016,79894.195,0,
1759,402.2609519228729,6.8458276,,,,,,,,,,,45880.945,46861.62,42013.44,76958.14,75897.2,28437.15,45805.797,32546.164,27116.281,29319.66,0,
1767,198.11253712242677,6.8544564,,,,,,,,,,,126800.7,144389.62,133233.12,61745.363,66249.14,83656.11,88127.4,92212.32,109581.625,90035.08,0,
1769,182.11761390353175,6.8588514,,,,,,,,,,,120805.44,119101.63,117971.5,118534.45,95275.83,101732.91,107882.72,96553.33,93804.36,103844.85,204544.17,
1770,304.1544727358581,6.8603544,,,,,,,,,,,3141888.5,3181360.0,3205328.2,2361626.8,2454317.0,2673567.2,2988549.2,2700967.0,3022232.8,2849957.5,5919020.5,
1776,561.2764835907117,6.8887954,,,,,,,,,,,21238.863,19960.582,21189.666,145295.47,170581.64,12804.989,16330.502,7926.391,14949.775,14743.022,0,
1782,462.2486241384228,6.891791,,,,,,,,,,,89464.05,95597.36,103236.33,76847.11,69788.58,89067.29,85981.914,87779.44,73627.555,52717.176,0,
1784,339.264386838542,6.8949227,,,,,,,,,,,52549.164,64789.195,60981.164,53793.273,53437.348,47330.5,45745.12,31965.744,38721.766,40112.082,0,
1790,274.16493779392033,6.906432,,,,,,,,,,,38593.633,42065.906,43334.14,58382.52,36689.562,41737.664,42141.04,37615.426,42220.535,39480.285,0,
1796,286.18020279287276,6.9144692,,,,,,,,,,,136487.61,129564.125,146223.06,77646.914,73430.26,153412.53,139804.31,151236.53,148193.61,153714.75,0,
1797,316.1650576155833,6.92452,,,,,,,,,,,27126.42,28820.885,30661.162,114088.51,97074.62,11524.161,10379.318,8478.145,5111.7866,3331.3242,0,
1801,344.2222326962554,6.9263854,,,,,,,,,,,132897.62,217440.78,148788.78,180563.56,147012.53,226362.12,222864.38,205148.6,209832.28,211063.52,0,
1806,236.16455495682425,6.9406514,,,,,,,,,,,51626.797,55120.543,41747.72,184429.48,435410.66,13063.368,10634.944,0,0,1589.1515,0,
1807,388.24726202588704,6.937018,,,,,,,,,,,175130.47,182769.9,200109.92,61715.51,74488.05,150418.36,159283.73,178022.66,152476.12,194616.62,0,
1808,259.2129597916402,6.9384985,,,,,,,,,,,76776.9,77995.92,81523.49,64242.74,65998.94,76593.27,73818.76,71545.234,77230.945,74405.484,0,
1810,358.20113384557965,6.9396477,,,,,,,,,,,198710.28,179917.78,263856.88,223825.53,278263.66,222194.28,185367.12,127977.53,193779.81,198961.25,0,
1815,294.1700295064553,6.942229,,,,,,,,,,,106346.22,102389.484,129642.75,127465.234,132402.44,85882.79,68921.01,73402.38,76856.19,74481.21,0,
1816,340.17556288908025,6.942229,,,,,,,,,,,1668067.1,1754283.4,1688995.8,1012007.25,978613.7,1200574.0,1126702.9,1097177.9,1042964.25,1042375.1,0,
1821,301.07078594356994,6.9436827,,,,,,,,,,,9532358.0,9707858.0,9887484.0,6453889.0,6606744.0,8801461.0,9418370.0,8754493.0,9092765.0,8994042.0,0,
1823,286.04713750015287,6.94375,,,,,,,,,,,79099.516,82289.75,89061.33,48856.984,53387.824,78222.22,87392.87,76032.83,71260.78,86912.414,0,
1825,271.06008268138584,6.946842,,,,,,,,,,,146306.6,143918.16,137330.6,116275.96,120102.21,136830.89,125239.805,137239.77,127358.336,118537.22,0,
1838,290.19622942320984,6.9600616,,,,,,,,,,,32707.828,33584.37,33643.043,273381.25,278492.22,5428.9946,7206.985,0,0,0,0,
1848,354.17728232404346,6.9734526,,,,,,,,,,,83623.44,89423.85,93944.9,100304.78,102210.26,46620.13,51356.87,40669.05,37422.812,37358.477,0,
1864,276.1343787447283,6.999124,,,,,,,,,,,163359.84,164373.4,177975.75,1514305.5,1550621.5,119714.71,123888.76,135475.67,129840.516,128196.46,2561.8188,
1869,444.2438140622024,7.0028443,,,,,,,,,,,131088.03,142586.42,135462.69,200485.58,194991.42,87211.74,86537.54,81118.805,88808.15,78545.42,0,
1878,372.2533839917534,7.010207,,,,,,,,,,,347657.0,358116.8,344683.94,232875.98,196024.25,280345.88,268417.22,216481.38,212564.23,242060.06,0,
1884,354.1911312081677,7.0177965,,,,,,,,,,,247866.78,245865.05,259920.88,184419.86,181326.58,174395.66,165558.52,134734.56,141576.53,156412.28,0,
1894,285.2173548841536,7.030533,,,,,,,,,,,61027.7,73936.516,67456.42,228140.11,233917.53,10613.17,11085.398,0,0,0,0,
1904,247.05369083819005,7.0320096,,,,,,,,,,,79581.414,90686.28,86095.42,0,0,111772.69,120257.23,109836.086,113760.9,119852.09,0,
1912,250.1802609639052,7.032026,,,,,,,,,,,86456.78,89141.83,115512.414,247808.94,246098.12,30892.16,27527.701,0,5273.9014,8673.311,0,
1913,302.2115783484998,7.037562,,,,,,,,,,,533484.8,592423.06,560893.94,262854.25,282639.88,1030457.25,1094161.5,1067871.2,1121572.5,1167893.1,0,
1914,260.18576068788354,7.041579,,,,,,,,,,,58304.37,60446.117,67909.875,268012.38,277524.9,15094.15,13072.334,1576.3225,4221.2217,2643.7183,0,
1924,394.25901983518503,7.0504446,,,,,,,,,,,60936.387,74980.92,65623.125,100582.164,109762.23,35627.914,32178.805,83602.805,50352.035,96650.445,0,
1925,293.18596805751474,7.051861,,,,,,,,,,,60729.242,61208.508,65341.61,88337.53,76315.22,40938.938,45678.508,41317.367,43002.633,42113.15,0,
1935,310.1284350793863,7.0582542,,,,,,,,,,,78884.266,80864.73,83934.734,68779.15,81464.78,58671.24,126444.48,69436.875,62669.598,79147.71,0,
1936,388.24616648663084,7.0633864,,,,,,,,,,,108038.65,70470.12,85493.77,342737.5,128315.016,72436.63,77361.46,66599.37,49711.938,69315.26,0,
1937,414.2260117708071,7.063207,,,,,,,,,,,45503.45,43534.21,46633.426,180227.83,134945.23,31227.152,31536.139,57935.69,56887.62,73279.586,0,
1943,432.2363436994754,7.064588,,,,,,,,,,,179837.94,195746.52,205130.39,432943.2,460735.22,91347.99,147237.62,176572.05,132186.2,151914.8,0,
1948,270.1336458408866,7.0735765,,,,,,,,,,,152678.84,189222.5,142097.92,184454.6,138783.95,102739.01,102094.125,143396.77,150005.77,150611.66,0,
1949,193.08600394098974,7.0749025,,,,,,,,,,,114093.49,100310.61,191596.03,75857.64,82826.71,119225.84,144167.2,162399.62,133071.95,167107.31,0,
1951,362.23267159452314,7.078181,,,,,,,,,,,645082.3,219061.61,617730.6,659936.2,653503.0,174596.8,487302.47,464551.12,185145.7,454604.7,0,
1954,262.18028555584925,7.0949388,,,,,,,,,,,172326.39,125331.06,120308.664,297726.88,446622.72,28986.852,28902.703,12235.242,20347.408,15249.335,0,
1958,243.08778956185205,7.0865984,,,,,,,,,,,191262.06,190058.2,182208.06,167677.62,176506.45,146570.1,165590.89,146248.81,156103.75,164199.27,0,
1966,264.12321339620456,7.1010385,,,,,,,,,,,97807.07,134414.83,110503.945,72575.71,94248.88,87490.13,69301.59,110958.39,74354.734,87507.836,0,
1970,281.1009767872305,7.1074753,,,,,,,,,,,152349.12,145382.86,199024.47,127841.6,157967.02,107552.195,170622.98,91957.46,119646.086,107677.23,0,
1978,288.19574253170174,7.119046,,,,,,,,,,,113171.48,48356.902,129222.05,56190.668,40799.64,148909.95,91278.625,97870.82,93899.15,152652.44,0,
1981,318.1911992839381,7.12515,,,,,,,,,,,26785.557,34855.285,29801.059,2135.6516,3382.019,57302.984,63834.395,75344.805,76876.68,75754.34,0,
1984,386.21754320684806,7.1253524,,,,,,,,,,,66935.625,85455.11,79397.87,172873.67,198063.08,30648.816,31320.217,22989.025,20782.727,16658.82,0,
1990,252.15947324987326,7.138005,,,,,,,,,,,25780.502,14139.871,28376.57,111824.17,115482.484,5873.965,6192.898,4543.687,3384.9397,0,0,
1991,327.19906451376556,7.1343317,,,,,,,,,,,140941.11,127678.29,132088.34,119111.92,145241.88,79609.15,85180.49,76758.79,87394.73,96207.99,0,
1994,288.18066012871407,7.1448374,,,,,,,,,,,41730.574,41729.348,44746.395,208889.56,218421.19,8338.24,11174.726,0,0,0,0,
1997,170.09641049905127,7.1470323,,,,,,,,,,,487333.03,518444.66,562418.7,403772.5,444107.2,501564.3,466498.44,476806.56,471084.03,484006.66,0,
1998,200.14342067683054,7.1470575,,,,,,,,,,,3008179.8,3151214.0,3101774.2,2764875.5,2861918.2,2836583.5,2861045.5,2852306.5,2831130.2,2944095.2,0,
1999,293.1859475038517,7.148286,,,,,,,,,,,86166.04,84219.414,85475.47,125016.42,118139.64,53827.28,55472.883,56719.88,56117.797,61842.184,0,
2000,269.0472053569681,7.1482673,,,,,,,,,,,49176.945,46209.47,45232.39,34666.86,27883.043,57499.01,60176.96,52525.734,41568.223,56846.9,0,
2008,354.1911791963729,7.1523056,,,,,,,,,,,117749.33,117336.914,95576.07,142489.42,158386.86,75042.414,85029.6,72724.84,70108.664,72230.766,0,
